"number","frn","business_name","business_address","foreign_voice_provider","country","other_frns","other_dba_names","previous_dba_names","robocall_mitigation_contact_name","contact_title","contact_department","contact_business_address","contact_country","contact_telephone_number","contact_phone_extension","implementation","voice_service_provider_choice","gateway_provider_choice","intermediate_provider_choice","last_updated","filing_url"
"RMD0002373","0001715937","Cameron Telephone Company, LLC","153  West  Dave  Dugas Road
Sulphur LA 70665","No","United States of America","none","Fastwyre Broadband","none","Stacy Hartman","SVP Regulatory Affairs","Legal","13200 Metcalf, Suite 400
Overland Park KS 66213","United States of America","7203702070","","Complete STIR/SHAKEN Implementation","Yes","No","No","2025-02-27","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=125a83dd1bb4b4109294113d9c4bcb16&view=sp"
"RMD0002374","0011291671","BalsamWest FiberNET, LLC","35 Bonnie Lane
Sylva NC 28779","No","United States of America","None","None","None","Lester Brackett","Chief Technology Officer","Technical Operations","35 Bonnie Lane
Sylva NC 28779","United States of America","8283392900","2956","Complete STIR/SHAKEN Implementation","Yes","No","No","2025-01-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=695ccb591b34b4102eb2a82fe54bcbf9&view=sp"
"RMD0002375","0003790003","Laurens Municipal Communications Utility","P.O. Box 148
272 N. Third Street
Laurens IA 50554","No","United States of America","0010113173
0000014761","LMPC Laurens Municipal Power and Communications","Laurens Municipal Broadband Communications Utility","Chad Cleveland","Utility Manager","Utility Office","P.O. Box 148
Laurens IA 50554","United States of America","712-841-4610","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-10-03","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=2a9a4b9d1b70f41064c4426de54bcbee&view=sp"
"RMD0002376","0023959109","Fusion Voice and Data Corp","640 Belle Terre Rd
Building G
Port Jefferson NY 11777","No","United States of America","None","Fusion Networks","None","Zac Garsik","VP of Operations","Operations","640 Belle Terre Rd Building H
Port Jefferson NY 11777","United States of America","6313313000","218","Complete STIR/SHAKEN Implementation","No","No","Yes","2024-05-17","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=c09b8b111bb0f41064c4426de54bcbd0&view=sp"
"RMD0002379","0004321659","New Paris Telephone, Inc","19079 Market Street
PO Box 47
New Paris IN 46553","No","United States of America","0002902955","NP Tech, Community Fiber Network","None","Mark Grady","President","Corporate","19079 Market Street
New Paris IN 46553","United States of America","574-831-2176","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-26","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=b25ecfd51bf4b4109294113d9c4bcb3f&view=sp"
"RMD0002380","0004330205","BLOOMINGDALE HOME TELEPHONE COMPANY,INC.","38 S. MAIN STREET
P.O. BOX 206
BLOOMINGDALE IN 47832","No","United States of America","None","None","None","Ronja Branson","Director-Manager","Management","38 S Main St.   P.O. Box 206
Bloomingdale IN 47832","United States of America","765-498-2000","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-02-25","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=25e29fd91bb0b4107ccf20ecac4bcb1e&view=sp"
"RMD0002381","0001623321","Custer Telephone Cooperative, Inc.","1101 E Main AVE
P.O. Box 324
Challis ID 83226","No","United States of America","0019420371","Custer Telephone Broadband Services, LLC","None","Jentre Spencer","Operations Manager","Broadband and C.O. Operations","1101 E Main AVE
Challis ID 83226","United States of America","2088792281","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-10-10","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=604497dd1bb0f41064c4426de54bcb35&view=sp"
"RMD0002383","0005093018","Alta Municipal Utilities","223 Main Street
Alta IA 51002","No","United States of America","0010066033","Altatec
Alta Municipal Communication Utility","none","Mitch Langschwager","Utility Manager","General Office","223 Main Street
Alta IA 51002","United States of America","712-200-1122","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-12-12","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=04eedb111b34f41064c4426de54bcb08&view=sp"
"RMD0002384","0023195795","Maxxtel Communications, LLC","7525 170th street
Flushing NY 11366","No","United States of America","None","None","None","Jeffrey Rozen","Partner","Support","7525 170th Street
Flushing NY 11366","United States of America","718-705-8609","201","Complete STIR/SHAKEN Implementation","Yes","No","No","2025-03-12","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=3a0d57591b78b4109294113d9c4bcbff&view=sp"
"RMD0002385","0003774023","Marquette-Adams Telephone Cooperative, Inc.","113 North Oxford Street
PO Box 45
Oxford WI 53953","No","United States of America","None","None","None","Darren Moser","General Manager","Business Office","113 North Oxford Street
Oxford WI 53953","United States of America","608-586-4111","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-03-07","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=35c26fd51b34b4107ccf20ecac4bcb67&view=sp"
"RMD0002386","0003749538","Sharon Telephone Company","100 East Main St
PO Box 280
Hills IA 52235","No","United States of America","none","Hills Communications","None","Scott Havel","General Manager","Executive","100 East Main St
Hills IA 52235","United States of America","3196792211","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-03-07","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=acb3a3991b34b4107ccf20ecac4bcb89&view=sp"
"RMD0002387","0026408054","Telesupply, LLC","4332 Cerrito Avenue
Suite 108
Los Alamitos California 90720","No","United States of America","None","None","None","Richard Valle Jr","COO","Operations","4332 Cerritos Avenue
Suite 107
Los Alamitos CA 90720","United States of America","5623333144","3131","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-04-18","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=4f3463911bfcb41002beea82f54bcbd1&view=sp"
"RMD0002389","0002587954","Heart of Iowa Communications Cooperative","PO Box 130
Union IA 50258","No","United States of America","0018231647; Heart of Iowa Ventures LLC","None","None","Jay Duncan","General Manager","Executive","502 Main Street
Union IA 50258","United States of America","641.486.2211","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","Yes","2024-08-13","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=264cef911b30f41002beea82f54bcbe4&view=sp"
"RMD0002391","0003773504","Bernard Telephone Company, Inc.","110 Jess Street
PO Box 68
Bernard IA 52032","No","United States of America","None","None","None","Kyle Manders","General Manager","Business Office","110 Jess Street
Bernard IA 52032","United States of America","563-879-3203","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-03-05","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=cc02b3591bb4b4107ccf20ecac4bcbde&view=sp"
"RMD0002392","0004533196","Manti Telephone Co","40 West Union
Manti UT 84642","No","United States of America","0004939724","None","None","Tim Cox","Inside Plant and Switch Manager","Inside Plant","40 West Union
Manti UT 84642","United States of America","4358353391","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-12-16","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a0c1bb191bb4b4107ccf20ecac4bcbed&view=sp"
"RMD0002393","0025501347","Integrated Axis Group, LLC","5313 50th St STE C3
Lubbock TX 79414","No","United States of America","None","None","None","Scott Shackelford","CFO","Finance and Administration","4216 102ND ST
LUBBOCK TX 79423","United States of America","8063701777","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-04-05","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9ffdab951b30f41002beea82f54bcb36&view=sp"
"RMD0002394","0004335287","Northern Telephone & Data","P.O. Box 3465
Oshkosh WI 54903","No","United States of America","None","None","None","William Miller","General Manager","Business Office","P.O. Box 3465
Oshkosh WI 54903","United States of America","920-426-9192","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-03-07","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=bec2b7d91bb4b4107ccf20ecac4bcbf6&view=sp"
"RMD0002395","0003733029","Citizens Mutual Telephone Cooperative","114 West Jefferson St
PO Box 130
Bloomfield IA 52537","No","United States of America","none","none","none","Trent Gregory","Outside Plant Manager","Outside Plant","114 West Jefferson St
Bloomfield IA 52537","United States of America","6416642074","","Complete STIR/SHAKEN Implementation","Yes","No","No","2025-02-07","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=33f5b3951b70f41002beea82f54bcb76&view=sp"
"RMD0002396","0002393544","Cambridge Telephone Company","613 Patterson St
PO Box G
Cambridge NE 69022","No","United States of America","None","None","None","J. Thomas Shoemaker","Executive Vice President","Operations","613 Patterson St
PO Box G
Cambridge NE 69022","United States of America","308-697-3333","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-09-30","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=81f4bf191b3cb4109294113d9c4bcb51&view=sp"
"RMD0002397","0009654989","TELENGY, L.L.C.","11 Broadway - Ste 1015
New York NY 10004","No","United States of America","None","None","None","Stephen Irwin","VP of Operations","Executive Offices","11 Broadway, Suite 1015
New York NY 10004","United States of America","646-547-5700","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-22","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=221873151b78b4102eb2a82fe54bcb0f&view=sp"
"RMD0002398","0003773629","Coon Valley Farmers Telephone Company","105-107 Central Avenue
PO Box 398
Coon Valley WI 54623","No","United States of America","0003773645","None","None","Carol Olson","General Manager","Business Office","105-107 Central Avenue
Coon Valley WI 54623","United States of America","608-452-3101","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-03-07","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=eeb9f7191bf4b4107ccf20ecac4bcbf2&view=sp"
"RMD0002399","0004052791","Gila River Telecommunications Inc.","7065 W. Allison Rd.
Box #5015
Chandler AZ 85226","No","United States of America","None","None","None","Ronald Spencer","Network Services Manager","Network Services","7065 W. Allison Rd.
Chandler AZ 85226","United States of America","(520) 796-8823","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-12-20","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=03e9ffd91bb4f41064c4426de54bcbf9&view=sp"
"RMD0002400","0001566983","Pinpoint Communications Inc.","611 Patterson
Box 490
Cambridge NE 69022","No","United States of America","None","None","None","J. Thomas Shoemaker","President","Operations","611 Patterson
Cambridge NE 69022","United States of America","308-697-3333","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-09-30","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=79d8bb9d1b3cb4109294113d9c4bcb97&view=sp"
"RMD0002401","0017377771","Gila Local Exchange Carrier","7065 W. Allison Rd.
Box #5020
Chandler AZ 85226","No","United States of America","None","Alluvion Communications, Inc.","None","Ronald Spencer","Network Services Manager","Network Services","7065 W. Allison Rd.
Chandler AZ 85226","United States of America","(520) 796-8823","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-12-20","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=604bb35d1bb4f41064c4426de54bcb47&view=sp"
"RMD0002403","0022348973","Teleinx, LLC","1540 S W 8th Street #1002
Boynton Beach FL 33426","No","United States of America","None","None","None","Dmitriy Asetov","President","Management","1540 S W 8th Street #1002
Boynton Beach FL 33426","United States of America","(773) 800-0820","","Complete STIR/SHAKEN Implementation","Yes","Yes","Yes","2024-02-22","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=98bcbf9d1bb4f41064c4426de54bcb35&view=sp"
"RMD0002405","0005414842","Scottsboro Electric Power Board","PO Box 550
Scottsboro AL 35768","No","United States of America","None","None","None","Ebby Kuriakose","IT Manager","IT","1791 O.G. Skinner Drive
West Point GA 31833","United States of America","2565742680","","Complete STIR/SHAKEN Implementation","Yes","No","No","2025-02-17","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a9834c211bb8b4102eb2a82fe54bcbd2&view=sp"
"RMD0002406","0030995351","Crazy Call Sp z o.o.","Mikolaja 8-11
Wroclaw, Poland","Yes","Poland","none","none","none","Support","Support","Support","Mikolaja 8-11
Wroclaw","Poland","'+48717221111","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=139351ed1b70f4109294113d9c4bcb31&view=sp"
"RMD0002407","0031050776","Trikon Electronics Pvt. Ltd.","101, Sarvesh, Bhawani Shankar Rd.
 400028 Mumbai, India","Yes","India","None","None","None","Deven Verma","CEO","Executive","101, Sarvesh, Bhawani Shankar Rd.
 400028 Mumbai, India","India","'+912224216325","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-02-26","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=263ee2ad1bb0f4102eb2a82fe54bcb62&view=sp"
"RMD0002408","0002564870","City of Hawarden","1150 Central Ave
Hawarden IA 51023","No","United States of America","none","HiTec","none","Jacob Stoner","City Administrator (Acting)","City office","1150 Central Ave
Hawarden IA 51023","United States of America","712-551-2565","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-11-11","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=fc914fed1bfcf41002beea82f54bcb98&view=sp"
"RMD0002409","0031043185","Novanet Singapore PTE LTD","30 Cecil Street, #19-08 Prudential Tower
Singapore 049712 Singapore, Singapore","Yes","Singapore","None","None","None","Pushkar Bansal","Senior Business Analyst","Carrier Relations","30 Cecil Street, #19-08 Prudential Tower
Singapore 049712 Singapore, Singapore","Singapore","'+6531595382","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=2642c3a51bf0381064c4426de54bcbe6&view=sp"
